,time,queue_len,wait
3186,159.3,34,378.25
3187,159.35,34,379.9499999999999
3188,159.4,34,381.65
3189,159.45,34,383.35000000000014
3190,159.5,34,385.05
3191,159.55,34,386.75
3192,159.6,34,388.4499999999999
3193,159.65,34,390.15
3194,159.7,34,391.85000000000014
3195,159.75,34,393.55
3196,159.8,34,395.25
3197,159.85,34,396.9499999999999
3198,159.9,33,365.65
3199,159.95,33,367.3000000000001
3200,160.0,33,368.95000000000005
3201,160.05,33,370.6
3202,160.1,33,372.24999999999983
3203,160.15,33,367.65
3204,160.2,33,369.3000000000001
3205,160.25,33,370.95000000000005
3206,160.3,33,372.6
3207,160.35,33,374.24999999999983
3208,160.4,33,375.9
3209,160.45,32,368.90000000000015
3210,160.5,32,370.50000000000006
3211,160.55,32,372.1
3212,160.6,32,373.6999999999998
3213,160.65,33,375.34999999999997
3214,160.7,31,339.05000000000007
3215,160.75,31,340.6000000000001
3216,160.8,32,342.2
3217,160.85,32,343.79999999999995
3218,160.9,32,345.4
3219,160.95,31,342.6500000000001
3220,161.0,32,344.2500000000001
3221,161.05,30,342.15
3222,161.1,30,343.65
3223,161.15,30,345.15
3224,161.2,30,346.65000000000003
3225,161.25,31,348.20000000000005
3226,161.3,31,349.75
3227,161.35,31,351.29999999999995
3228,161.4,31,352.84999999999997
3229,161.45,30,352.15000000000003
3230,161.5,29,321.3
3231,161.55,29,322.75
3232,161.6,29,324.19999999999993
3233,161.65,29,325.65
3234,161.7,29,327.1
3235,161.75,28,327.55
3236,161.8,27,326.29999999999995
3237,161.85,27,327.65
3238,161.9,27,329.0
3239,161.95,27,330.3500000000001
3240,162.0,27,331.7
3241,162.05,28,333.09999999999997
3242,162.1,28,334.49999999999994
3243,162.15,28,335.9
3244,162.2,28,337.30000000000007
3245,162.25,28,338.7
3246,162.3,29,340.15
3247,162.35,28,309.9
3248,162.4,29,311.34999999999997
3249,162.45,29,312.80000000000007
3250,162.5,29,314.25000000000006
3251,162.55,29,315.7
3252,162.6,29,317.15
3253,162.65,30,318.65
3254,162.7,30,320.15000000000003
3255,162.75,30,321.65000000000003
3256,162.8,30,323.15
3257,162.85,30,324.65
3258,162.9,30,326.15
3259,162.95,30,327.65000000000003
3260,163.0,30,329.15000000000003
3261,163.05,28,329.15
3262,163.1,27,299.8499999999999
3263,163.15,27,301.2
3264,163.2,27,302.55000000000007
3265,163.25,27,303.90000000000003
3266,163.3,27,305.24999999999994
3267,163.35,27,306.5999999999999
3268,163.4,28,308.0
3269,163.45,28,309.4000000000001
3270,163.5,28,310.8
3271,163.55,28,312.2
3272,163.6,28,313.5999999999999
3273,163.65,28,315.0
3274,163.7,28,316.4000000000001
3275,163.75,28,317.8
3276,163.8,28,319.2
3277,163.85,28,320.5999999999999
3278,163.9,28,322.0
3279,163.95,27,293.6500000000001
